student_id,subject,exam_score,homework_completion_pct,teacher_comments
S08114,Geography,48,80,Represent right past like compare century traditional.
S05774,History,71,100,Work left yard interview accept by huge room.
S01126,Geography,99,80,Move also information enjoy sort election manager himself despite center place.
S06703,English,88,100,Grow stand your live huge interesting take standard.
S07124,Science,49,100,Hear write building program player town during mean parent stand theory.
S00555,Arabic,77,100,Lay affect civil whose expect the century quickly.
S11888,Geography,43,95,Simple usually way reflect note choose sometimes foot half ago attention.
S02845,Math,76,-5,Party indicate bit send Republican baby open.
S03760,History,76,80,Wife right town woman present detail result child but bank player.
S05790,Arabic,79,100,Thank law future artist difference shake forward design really Republican number so song.
S09372,History,40,80,  
S07656,Math,89,80,Public huge democratic industry law sea senior majority read.
S08123,English,56,80,Station theory finish in with as role type every between type.
S09008,History,95,90,Same attention leg response work represent claim assume above.
S11345,Arabic,54,100,Night red certain dark especially within interview subject by involve society maybe.
S06951,Math,75,80,  
S05249,Geography,70,90,Here dinner collection chair base husband prove third mother sign water she.
S08631,Science,93,-5,Soon unit day increase suffer beautiful could property have institution only century Republican.
S00597,English,69,95,Story scientist prepare old director race affect.
S01261,Arabic,96,80,Cup think to say yeah dream food college significant similar without level.
S07281,History,67,100,That role throughout here nation candidate prove build business investment conference north machine.
S04252,History,82,80,Choice above white in city method sure friend early together each get serve defense.
S02742,English,51,95,Oil that law enter not mind able try green say street.
S10086,Arabic,69,80,Charge ball according then indeed clear speech me push trouble take market.
S06347,Geography,49,-5,  
S06739,Geography,63,90,Add campaign within choose tonight above energy.
S11176,Science,65,80,  
S04596,English,85,-5,Investment ask feeling time watch candidate charge relate upon.
S02038,Arabic,92,90,Allow after act back stand media federal many.
S05459,Arabic,49,80,Charge can poor security or leg election parent public century ago important.
S07519,Math,84,95,Baby hear take lot much task end environment specific.
S04282,Science,40,100,Will section build middle another wind simple chance well option car.
S10998,English,100,80,Media arrive administration happen writer wish move.
S01680,Geography,46,95,Whether TV theory write reflect finish guess inside.
S01982,Geography,73,-5,But though pass color pretty drug local kitchen board.
S11173,English,70,-5,Concern technology likely site day wear.
S06748,Science,50,100,Receive myself civil stand not thus consumer executive provide.
S10565,Math,59,95,Evidence play up program view door do begin special policy story policy identify.
S05173,Geography,82,90,Region various list team book need drug include buy glass major suddenly every rather.
S10779,Arabic,58,-5,Talk laugh will likely single some successful open likely move avoid land better.
S08646,Math,80,-5,Something space capital write owner record raise.
S00253,History,85,80,Data more determine stuff seat local scientist something term address.
S11910,Science,74,100,Why source hit story everybody career live just.
S06323,English,88,95,Garden run scientist nor development voice yourself level.
S11190,Arabic,45,-5,Recently this several drop debate east throughout nature smile personal.
S12116,Math,77,95,Involve behind gun listen group agree American television worry include.
S10507,History,86,90,Art quality present stay specific now.
S08358,English,81,90,Senior table local lay painting him.
S06559,Math,49,90,Many purpose many kid program draw send interesting bring happy air one.
S00938,Science,98,-5,Pick in present sure admit perhaps.
S12003,Science,51,80,Someone easy shoulder notice shake city right gun entire process sometimes actually wife.
S01710,Arabic,84,-5,  
S05101,Science,75,100,Strong hard himself fine have group Congress issue heavy perform child need.
S01319,Arabic,70,100,However go product similar meet staff follow country scientist class.
S00393,Science,47,80,Rule since writer above word century help up provide eight recognize expert.
S04315,Arabic,40,-5,Sort bit admit watch call structure do these I place everyone require election.
S10259,English,78,90,Appear concern prevent class success four speak series letter single school push themselves.
S03807,Science,41,-5,Can notice senior reach city article computer give fast send officer unit.
S11999,Math,64,100,Foreign focus success arm dinner item each baby.
S01861,Arabic,42,90,Assume cell some short whole perform send nor.
S00517,Geography,78,90,Amount environmental leader computer kid pressure must.
S07188,Arabic,86,100,Pm because instead everybody summer sea theory rate structure money total he maintain.
S09578,English,52,95,Note material parent explain effort light deal address.
S05208,Math,58,100,Hand front traditional story minute idea.
S09025,English,71,80,Organization gas run employee also analysis weight wonder.
S02702,Geography,63,80,Fly bank second we kitchen red reduce TV conference notice.
S00801,Math,92,80,Leader couple personal decade little reflect ask draw read whom.
S07870,Science,89,100,Case detail realize kid require interview many remember candidate charge certain many.
S03308,English,68,100,Former message recent night help effect believe stand.
S10109,Math,77,100,She expect president defense least party.
S09647,Science,62,95,Paper challenge partner now new him difficult gun.
S07373,Arabic,40,100,Year space walk explain fear police money picture make play.
S09519,English,56,-5,Education even white follow peace should TV same early civil finish film.
S03554,Science,71,95,Film once across center military goal until where day north relate single itself.
S05224,Math,43,80,Few piece away player participant fast.
S11143,Geography,40,95,Happy music factor indicate matter including open somebody.
S08363,Math,54,90,  
S00037,Arabic,92,95,Lot show data natural together because above.
S06459,Arabic,94,80,Tell indicate window employee manage Republican important social enjoy seem.
S06570,History,91,100,Pay teacher often source get thus old degree financial Democrat decade including.
S01967,History,44,-5,Dream story short seem standard data reason range dog.
